code	city	company_name	main_activity	operating_revenue	total_assets	revenue_range
EC1791239873001	QUITO	RAFIATEX CIA. LTDA.	Manufacturing; Wholesale	4463	0	1752
EC1792308585001	QUITO	RAIN CORPORATION GLOBAL S.A.	Manufacturing	1369	0	600
EC0990725225001	GUAYAQUIL	RAVAGO DE ECUADOR C.A.	Manufacturing	844	0	600
EC0992688262001	GUAYAQUIL	RAYNARD S.A.	Manufacturing	892	0	600
EC0991258310001	LA LIBERTAD	RECUBRITEK S.A.	Manufacturing	1177	0	600
EC1791333152001	QUITO	REDPARTNER S.A.	Services	2930	0	1752
EC1791890043001	QUITO	REFILTONER S.A.	Services	822	0	600
EC0990369445001	GUAYAQUIL	REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR	Wholesale	1871	0	1752
EC1790462676001	QUITO	REPARTOS ALIMENTICIOS REPARTI S.A.	Wholesale	12845	0	5118
EC0992742445001	GUAYAQUIL	REPCONTRANSPORT S.A.	Manufacturing	1278	0	600
EC0992134348001	GUAYAQUIL	REPCONTVER S.A.	Manufacturing; Wholesale	5074	0	1752
EC0991275703001	GUAYAQUIL	REPRESENTACIONES JAMSA S.A.	Services	1513	0	600
EC0990326606001	GUAYAQUIL	REYBANPAC REY BANANO DEL PACIFICO C.A.	Manufacturing; Wholesale	291923	541274	127579
EC0992455454001	GUAYAQUIL	RFS S.A. ROAD FEEDER SERVICES	Wholesale	1645	0	600
EC1790646882001	QUITO	RINCON LA RONDA SERVICIOS Y BANQUETES S.A.	Services	1530	0	600
EC1791918142001	QUITO	RINTER S.A.	Services	1537	0	600
EC0991272895001	GUAYAQUIL	RIO GUAYAS CIA DE SEGUROS Y REASEGUROS SA	Services	74137	41799	43674
EC0991421297001	GUAYAQUIL	RIOLANGO S.A.	Manufacturing	825	0	600
EC30074LE	QUITO	ROADTRACKING DEL ECUADOR	Manufacturing	32167	23403	14951
EC0190334503001	CUENCA	RODRIGUEZ DIAZ EMPRESA DE COMUNICACION CIA. LTDA.	Manufacturing	1272	0	600
EC1792297133001	QUITO	ROMAJOW CIA. LTDA.	Services	6636	0	5118
EC1790837246001	QUITO	ROSAPLAN S.A.	Services	733	0	600
EC1791870891001	GUAYAQUIL	ROTAM ECUADOR S.A.	Services	781	0	600
EC1791414950001	QUITO	ROYALCARGO S.A.	Services	1117	0	600
EC1792205522001	QUITO	RUEDA CABRERA CIA. LTDA.	Manufacturing	830	0	600
EC0992669217001	GUAYAQUIL	RULAMEL S.A.	Wholesale	939	0	600
EC0990026394001	GUAYAQUIL	RYC S.A.	Wholesale	3574	3274	1752
EC1790666565001	GUAYAQUIL	S.G.S. DEL ECUADOR SA	Manufacturing	1173	0	600
EC1792092159001	QUITO	S.Q.P. SERVICIOS QUIMICOS PETROLEROS CIA. LTDA.	Manufacturing	679	0	600
EC1791319877001	TENA	SACHALODGE S.A.	Manufacturing	1265	0	600
EC0992690674001	GUAYAQUIL	SAILORPAINT S.A.	Services	1981	0	1752
EC0992185228001	GUAYAQUIL	SALICA DEL ECUADOR S. A.	Services	131042	98340	127579
EC0991400109001	GUAYAQUIL	SALIMARCORP S.A.	Manufacturing	1330	0	600
EC1792011523001	QUITO	SALUMED S.A.	Services	2756	0	1752
EC0992129441001	GUAYAQUIL	SAMSUNG ELECTRONICS LATINOAMERICA ( ZONA LIBRE ) S.A.	Manufacturing; Wholesale	4324	0	1752
EC0190151549001	CUENCA	SANITARIOS-HYPOO-CO S.A.	Services	3333	0	1752
EC1791280733001	QUITO	SANTOSCMI S.A.	Services	9159	0	5118
EC1791274946001	QUITO	SCHNEIDER ELECTRIC ECUADOR S.A. SCHNELECTRIC	Services	1078	0	600
EC0590011886001	LATACUNGA	SEGUNDO ELOY CORRALES E HIJOS SECOHI CIA. LTDA.	Services	9969	16206	5118
EC0791714648001	GUAYAQUIL	SEGURIDAD PALMA SEGURIPALMA C. LTDA.	Manufacturing	1262	0	600
EC0991268499001	GUAYAQUIL	SEGUROS COLON SA	Services	2272	9945	1752
EC1791289927001	QUITO	SEGUROS DEL PICHINCHA SA, COMPANIA DE SEGUROS Y REASEGUROS	Services	116881	92721	43674
EC1790007502001	QUITO	SEGUROS EQUINOCCIAL SA	Services	170883	231870	127579
EC1790340481001	QUITO	SEGUROS ORIENTE SA	Services	25414	36369	14951
EC0990093377001	GUAYAQUIL	SEGUROS ROCAFUERTE SA	Services	65099	76922	43674
EC0990064474001	GUAYAQUIL	SEGUROS SUCRE SA	Services	222179	320219	127579
EC1791282264001	QUITO	SEGUROS UNIDOS SA	Services	41282	62194	14951
EC0992789204001	GUAYAQUIL	SENIH TELECOMUNICACIONES S.A. TELSENIHSA	Services	2322	0	1752
EC0992634162001	LA LIBERTAD	SEOBCI S.A.	Manufacturing	679	0	600
EC2090004568001	SANTA ROSA CON LA ISLA BALTRA	SERINATURA S.A.	Services	1733	0	600
EC1792226996001	QUITO	SERMANT CIA. LTDA.	Services	732	0	600
EC0992556803001	GUAYAQUIL	SERMOPEL S.A.	Services	1082	0	600
EC1791831470001	QUITO	SERVICE.COM S.A	Services	2613	0	1752
EC0992662794001	GUAYAQUIL	SERVICICAL S.A.	Services	2022	0	1752
EC30125LE	QUITO	SERVICIO DE RENTAS INTERNAS DEL ECUADOR	Services	77321	66684	43674
EC1791273028001	QUITO	SERVICIOS AEREOS EJECUTIVOS SAEREO S.A.	Wholesale	931	0	600
EC0991282092001	GUAYAQUIL	SERVICIOS GENERALES DIALVI CIA. LTDA.	Services	1143	0	600
EC0992383429001	GUAYAQUIL	SERVICIOS GRAFICOS SERFLEXCORP S.A.	Services	2360	0	1752
EC1792077915001	SANGOLQUI	SERVICIOS INTEGRADOS DE MATERIALES S.A. SIMATRA	Services	1038	0	600
EC0491502916001	TULCAN	SERVICIOS PROFESIONALES DE INGENIERIA CIVIL CONSULTORIA Y FISCALIZACION SEPINCOF CIA. LTDA.	Services	1497	0	600
EC2090004274001	PUERTO AYORA	SERVICIOS TURISTICOS GALEXTUR CIA. LTDA.	Services	2716	0	1752
EC0991276106001	GUAYAQUIL	SERVICIOS Y AGENCIAMIENTOS MARITIMOS S.A. SAGEMAR	Manufacturing	6433	0	5118
